n_cap,stime,etime,content
516,"00:17:26,033","00:17:26,133",獭蛤蟆想吃天鹅肉
517,"00:17:26,166","00:17:26,200",懒蛤想吃天鹅肉
518,"00:17:26,233","00:17:26,266",懒蛤蟆想吃天肉
519,"00:17:26,299","00:17:27,000",懒蛤想吃天鹅肉
520,"00:17:27,166","00:17:29,500",你竟然敢骂我是懒蛤蟆
521,"00:17:40,233","00:17:40,400",D
522,"00:17:41,366","00:17:42,933",骚扰羞辱女同事
523,"00:17:43,933","00:17:44,066",你好大的胆子
524,"00:17:44,099","00:17:44,099",你好天的胆子
525,"00:17:44,133","00:17:44,733",你好大的胆子
526,"00:17:44,766","00:17:44,766",你好天的胆子
527,"00:17:44,799","00:17:44,933",你好大的胆子
528,"00:17:44,966","00:17:44,966",你好天的胆子
529,"00:17:45,000","00:17:45,400",你好大的胆子
530,"00:17:45,633","00:17:46,400",我
531,"00:17:48,299","00:17:49,866",把他给我送到警局去
532,"00:17:50,533","00:17:52,133",以后燕市所有公司
533,"00:17:52,166","00:17:53,366",都不许录用他
534,"00:17:54,000","00:17:54,766",陆总
535,"00:17:55,233","00:17:56,200",拉出去陆总
536,"00:17:56,566","00:17:57,333",陆总
537,"00:17:58,566","00:17:59,700",也竟然会为我出气
538,"00:17:59,733","00:18:00,500",他竟然会为我出气
539,"00:18:01,400","00:18:03,000",陆总您怎么来了
540,"00:18:03,900","00:18:04,866",以后在公司
541,"00:18:04,900","00:18:06,099",要是有人欺负你
542,"00:18:06,133","00:18:07,066",你就告诉我
543,"00:18:07,166","00:18:08,900",我不允许我陆知行的人
544,"00:18:08,933","00:18:10,066",被任何人欺负
545,"00:18:11,700","00:18:12,533",好的陆总
546,"00:18:16,200","00:18:16,200",m
547,"00:18:21,233","00:18:22,266",我还有事
548,"00:18:22,766","00:18:24,333",下午你放半天假吧
549,"00:18:24,566","00:18:25,500",昨天晚上加班
550,"00:18:26,200","00:18:26,966",辛苦了
551,"00:18:27,233","00:18:28,099",谢谢陆总
552,"00:18:33,633","00:18:34,400",姜秘书
553,"00:18:36,400","00:18:37,766",对于你的工作能力而言
554,"00:18:37,799","00:18:38,666",你的外貌
555,"00:18:38,700","00:18:40,466",是你最不值得一提的优点
556,"00:18:43,500","00:18:44,366",没事
557,"00:18:47,599","00:18:47,766",也这是在安慰我吗
558,"00:18:47,799","00:18:47,900",他这是在安慰我吗
559,"00:18:47,933","00:18:47,933",也这是在安慰我吗
560,"00:18:47,966","00:18:48,066",他这是在安慰我吗
561,"00:18:48,099","00:18:48,099",也这是在安慰我吗
562,"00:18:48,133","00:18:49,666",他这是在安慰我吗
563,"00:18:49,700","00:18:49,700",他这是在安慰我吗La
564,"00:18:49,733","00:18:49,766",他这是在安慰我吗
565,"00:18:49,799","00:18:49,933",他这是在安慰我吗Ls
566,"00:18:49,966","00:18:50,166",他这是在安慰我吗
567,"00:18:51,233","00:18:51,266",P
