n_cap,stime,etime,content
59,"00:01:25,299","00:01:26,166",谢谢陆总
60,"00:01:31,700","00:01:32,466",姜秘书
61,"00:01:34,466","00:01:35,833",对于你的工作能力而言
62,"00:01:35,866","00:01:36,733",你的外貌
63,"00:01:36,766","00:01:38,533",是你最不值得一提的优点
64,"00:01:41,566","00:01:42,433",没事
65,"00:01:45,666","00:01:45,833",他这是在安慰我吗
66,"00:01:45,866","00:01:45,866",也这是在安慰我吗
67,"00:01:45,900","00:01:45,933",他这是在安慰我吗
68,"00:01:45,966","00:01:46,366",也这是在安慰我吗
69,"00:01:46,400","00:01:46,599",他这是在安慰我吗
70,"00:01:46,633","00:01:46,666",也这是在安慰我吗
71,"00:01:46,700","00:01:46,933",他这是在安慰我吗
72,"00:01:46,966","00:01:46,966",也这是在安慰我吗
73,"00:01:47,000","00:01:47,966",他这是在安慰我吗
74,"00:01:48,000","00:01:48,066",也这是在安慰我吗
75,"00:01:48,099","00:01:48,233",他这是在安慰我吗
76,"00:01:52,599","00:01:53,366",喂
77,"00:01:53,400","00:01:53,933",白小姐
78,"00:01:53,966","00:01:54,066",自小姐
79,"00:01:54,099","00:01:55,133",山海集团今天
80,"00:01:55,166","00:01:56,566",把一个员工送到警局
81,"00:01:56,799","00:01:57,433",离开之后
82,"00:01:57,466","00:01:59,000",嘴里一直在骂姜南溪
83,"00:01:59,966","00:02:00,933",我知道了
84,"00:02:01,000","00:02:01,866",替我联系他
85,"00:02:08,233","00:02:09,333",姜南溪啊
86,"00:02:09,400","00:02:10,566",你可别怪我
87,"00:02:11,033","00:02:12,433",是你挡了我的路
88,"00:02:15,266","00:02:16,166",我觉得啊
89,"00:02:17,366","00:02:17,966",咱们总裁做老板
90,"00:02:18,466","00:02:18,966",还是不错啊
91,"00:02:20,633","00:02:21,533",干嘛别瞎想啊
92,"00:02:21,566","00:02:21,599",千嘛别瞎想啊
93,"00:02:21,633","00:02:22,166",干嘛别瞎想啊
94,"00:02:22,199","00:02:23,066",陆总结婚了
95,"00:02:23,766","00:02:24,966",我当然知道
96,"00:02:28,699","00:02:29,733",我是在夸他
97,"00:02:29,766","00:02:31,400",作为老板人非常好
98,"00:02:31,699","00:02:33,333",我才不要跟他过日子
99,"00:02:33,833","00:02:35,400",陆总这个人
100,"00:02:35,433","00:02:36,400",太严肃
101,"00:02:36,666","00:02:37,733",气场太强
102,"00:02:38,599","00:02:39,933",作为老公的话就
103,"00:02:40,833","00:02:41,599",作为老公怎么
104,"00:02:50,400","00:02:51,533",这个拥抱的感觉
105,"00:02:52,266","00:02:53,400",谢谢陆总
106,"00:02:54,433","00:02:57,199",呦背后编排你老板
107,"00:02:57,466","00:02:58,199",错觉吧
108,"00:02:58,233","00:02:58,733",那晚的女人是自皎皎
109,"00:02:58,766","00:02:58,800",那晚的女人是百皎皎
110,"00:02:58,833","00:02:59,033",那晚的女人是白皎皎
111,"00:02:59,066","00:02:59,066",那晚的女人是自皎皎
112,"00:02:59,099","00:02:59,133",那晚的女人是白皎皎
113,"00:02:59,166","00:02:59,166",那晚的女人是自皎皎
114,"00:02:59,199","00:02:59,199",那晚的女人是白皎皎
115,"00:02:59,233","00:02:59,300",那晚的女人是百皎皎
116,"00:02:59,333","00:02:59,466",那晚的女人是自胶胶
117,"00:02:59,500","00:02:59,500",那晚的女人是白皎胶
118,"00:02:59,533","00:02:59,633",那晚的女人是自胶胶
119,"00:02:59,666","00:02:59,666",那晚的女人是自皎皎
120,"00:02:59,699","00:02:59,699",那晚的女人是白皎皎
121,"00:02:59,733","00:02:59,733",那晚的女人是自胶胶
122,"00:02:59,766","00:02:59,800",那晚的女人是自皎皎
123,"00:02:59,833","00:02:59,833",那晚的女人是自胶胶
124,"00:02:59,866","00:02:59,900",那晚的女人是白皎胶
125,"00:02:59,933","00:02:59,966",那晚的女人是自胶胶
126,"00:03:00,000","00:03:00,000",那晚的女人是自皎胶
127,"00:03:00,033","00:03:00,033",那晚的女人是官胶胶
128,"00:03:00,066","00:03:00,066",那晚的女人是百胶胶
129,"00:03:00,099","00:03:00,099",那晚的女人是自胶胶
130,"00:03:00,133","00:03:00,133",那晚的女人是自胶皎
131,"00:03:01,066","00:03:02,133",绝绝绝对没有
132,"00:03:02,166","00:03:03,666",我在夸你呢
133,"00:03:03,766","00:03:04,733",嗯作为老公
134,"00:03:04,766","00:03:04,800",恩作为老公
135,"00:03:04,833","00:03:04,833",嗯作为老公
136,"00:03:04,866","00:03:04,866",恩作为老公
137,"00:03:04,900","00:03:04,900",嗯作为老公
138,"00:03:04,933","00:03:04,933",恩作为老公
139,"00:03:04,966","00:03:05,333",嗯作为老公
140,"00:03:05,366","00:03:06,933",人特别的好
141,"00:03:07,066","00:03:07,933",非常的体贴
142,"00:03:07,966","00:03:08,666",您的夫人
143,"00:03:08,699","00:03:09,933",一定非常的幸福
144,"00:03:10,333","00:03:11,133",看在你这么
145,"00:03:11,166","00:03:12,400",卖力夸我的份上
146,"00:03:13,099","00:03:14,733",今天晚上加班
147,"00:03:16,266","00:03:17,033",陆总
148,"00:03:17,666","00:03:18,433",不要
149,"00:03:19,966","00:03:21,033",加班费翻倍
150,"00:03:21,666","00:03:23,500",项目谈成了有奖金
151,"00:03:24,866","00:03:25,699",谢谢陆总
152,"00:03:38,866","00:03:39,633",上车
153,"00:03:40,433","00:03:41,266",谢谢陆总
154,"00:03:41,333","00:03:42,633",我已经叫了车了
155,"00:03:42,666","00:03:43,000",一会就到了
156,"00:03:43,033","00:03:43,266",会就到了
157,"00:03:43,300","00:03:43,333",一会就到了
158,"00:03:43,366","00:03:43,433",会就到了
159,"00:03:43,466","00:03:43,533",一会就到了
160,"00:03:43,699","00:03:45,866",也送我回家不就露馅了吗
161,"00:03:46,166","00:03:48,033",太晚了打车不安全
162,"00:03:48,066","00:03:48,800",我送你
163,"00:03:49,766","00:03:50,933",不会的陆总我
164,"00:03:50,966","00:03:51,599",南溪
165,"00:03:58,533","00:03:59,300",哎
166,"00:04:00,566","00:04:01,333",惊不惊喜
167,"00:04:02,300","00:04:03,233",你怎么来了
168,"00:04:03,333","00:04:04,400",想你了呗
169,"00:04:07,733","00:04:09,400",姜姜秘书
170,"00:04:10,066","00:04:11,033",这是你老公啊
171,"00:04:11,266","00:04:12,033",啊
172,"00:04:12,533","00:04:13,599",做老公的
173,"00:04:13,833","00:04:15,433",明知道她下班晚
174,"00:04:15,466","00:04:16,600",为什么不早点来接
175,"00:04:17,433","00:04:18,866",情绪价值物质
176,"00:04:19,033","00:04:20,033",一样都给不了
177,"00:04:20,266","00:04:21,733",一无是处的小白脸
178,"00:04:22,100","00:04:24,866",姜秘书的喜好居然这么肤浅
179,"00:04:28,533","00:04:29,733",你就是她老板
180,"00:04:30,533","00:04:31,800",万恶的资本家
181,"00:04:31,866","00:04:32,533",就知道压榨
182,"00:04:32,566","00:04:33,633",我们这些打工人
183,"00:04:33,666","00:04:34,500",让一个女员工
184,"00:04:34,533","00:04:34,866",打工到这么晚
185,"00:04:34,899","00:04:34,899",打土到这么晚
186,"00:04:34,933","00:04:35,433",打工到这么晚
187,"00:04:35,699","00:04:36,699",你有考虑她的安全吗你
188,"00:04:36,733","00:04:39,266",那是公司特殊情况
189,"00:04:39,666","00:04:40,533",你也特殊吗
190,"00:04:41,266","00:04:42,600",哎我哎
191,"00:04:45,833","00:04:46,100",诠我
192,"00:04:46,133","00:04:46,133",我
193,"00:04:46,166","00:04:46,233",误我
194,"00:04:46,266","00:04:46,266",我
195,"00:04:46,300","00:04:46,333",误我
196,"00:04:46,366","00:04:46,433",俟我
197,"00:04:46,466","00:04:46,500",误我
198,"00:04:46,533","00:04:47,300",哎
199,"00:04:49,899","00:04:50,699",不好意思啊陆总
200,"00:04:50,866","00:04:51,733",他这个人
201,"00:04:51,766","00:04:53,199",脑子有点问题
202,"00:04:54,966","00:04:56,033",您先回家休息
203,"00:04:56,100","00:04:56,600",您放心
204,"00:04:56,633","00:04:57,866",我一会安全到家
205,"00:04:57,899","00:04:58,800",给您发信息
206,"00:05:08,766","00:05:10,333",你跟我老板
207,"00:05:10,366","00:05:10,433",吵什么
208,"00:05:10,466","00:05:10,466",什么
209,"00:05:10,500","00:05:11,333",吵什么
210,"00:05:12,033","00:05:12,899",盼着我失业
211,"00:05:13,833","00:05:15,333",像这种情绪不稳定的人
212,"00:05:15,533","00:05:16,899",你就早都应该把他换了
213,"00:05:16,933","00:05:17,300",你还
214,"00:05:17,333","00:05:18,100",可以早早回去
215,"00:05:18,133","00:05:19,133",继承家业啊
216,"00:05:19,933","00:05:20,199",你来干嘛
217,"00:05:20,233","00:05:20,233",你来嘛
218,"00:05:20,266","00:05:20,266",你来干嘛
219,"00:05:20,300","00:05:20,333",你来嘛
220,"00:05:20,366","00:05:20,399",你来干嘛
221,"00:05:20,433","00:05:20,433",你来干麻
222,"00:05:20,466","00:05:20,466",你来嘛
223,"00:05:20,500","00:05:20,500",你来干嘛
224,"00:05:20,533","00:05:20,533",你来干麻
225,"00:05:20,566","00:05:20,600",你来干嘛
226,"00:05:20,633","00:05:20,633",你来干麻
227,"00:05:20,666","00:05:20,733",你来干嘛
228,"00:05:22,133","00:05:22,933",想你了呗
229,"00:05:23,133","00:05:24,333",我这刚好回国
230,"00:05:25,033","00:05:25,800",顺便过来看看你
231,"00:05:26,033","00:05:27,066",再玩几天
232,"00:05:28,566","00:05:29,633",玩可以
233,"00:05:30,633","00:05:31,800",你别给我事啊
234,"00:05:33,033","00:05:34,066",好的好的
235,"00:05:36,100","00:05:38,100",把你的便宜老公
236,"00:05:38,433","00:05:39,466",叫出来让我们看看呗
237,"00:05:39,533","00:05:40,866",你都结婚两年了
238,"00:05:41,133","00:05:42,899",藏看看是不想让我见是不是
239,"00:05:42,933","00:05:43,933",藏着着是不想让我见是不是
240,"00:05:43,966","00:05:44,899",你刚才
241,"00:05:45,566","00:05:47,199",不见着了吗
242,"00:05:48,133","00:05:48,899",啊
243,"00:05:51,633","00:05:52,533",他他知道吗
244,"00:05:54,300","00:05:55,133",他不知道
245,"00:05:56,266","00:05:57,600",别说出去啊
246,"00:05:59,100","00:06:00,433",好好好
247,"00:06:02,266","00:06:02,333",还得是你夫妻俩
248,"00:06:02,366","00:06:02,399",还得是你夫妻两
249,"00:06:02,433","00:06:02,433",还得是你夫妻俩
250,"00:06:02,466","00:06:02,500",还得是你夫妻两
251,"00:06:02,533","00:06:02,533",还得是你夫妻俩
252,"00:06:02,566","00:06:02,633",还得是你夫妻两
253,"00:06:02,666","00:06:02,800",还得是你夫妻俩
254,"00:06:02,833","00:06:02,866",还得是你夫妻两
255,"00:06:02,899","00:06:03,600",还得是你夫妻俩
256,"00:06:04,433","00:06:05,466",玩的真高级
257,"00:06:08,699","00:06:09,300",晚上吃啥
258,"00:06:10,433","00:06:11,233",火锅
259,"00:06:16,533","00:06:17,300",哎
260,"00:06:17,699","00:06:19,433",陆总陆总陆总
261,"00:06:19,466","00:06:19,699",哎
262,"00:06:20,833","00:06:21,699",慢点慢点
263,"00:06:23,266","00:06:24,466",你这大半夜的
264,"00:06:24,500","00:06:25,666",叫哥几个出来
265,"00:06:25,699","00:06:25,699",叫哥凡个出来
266,"00:06:25,733","00:06:25,733",叫哥几个出来
267,"00:06:25,766","00:06:27,133",不会是被老婆
268,"00:06:27,166","00:06:28,533",扫地出门了吧
269,"00:06:29,333","00:06:30,133",咱们陆总啊
270,"00:06:30,166","00:06:31,600",连他老婆都没见过
271,"00:06:31,666","00:06:32,533",怎么可能吵架
272,"00:06:32,566","00:06:32,600",怎么可能少架
273,"00:06:32,633","00:06:32,733",怎么可能吵架
274,"00:06:33,066","00:06:34,666",呦没见过呦
275,"00:06:34,933","00:06:35,633",你玩的
276,"00:06:35,666","00:06:37,100",这么新颖呢啊
277,"00:06:37,433","00:06:39,100",哈哈哈
278,"00:06:41,666","00:06:43,000",别跟我提她
279,"00:06:43,699","00:06:43,699",一
280,"00:06:44,433","00:06:45,199",哟哟哟
281,"00:06:46,666","00:06:47,399",你这样子
282,"00:06:47,433","00:06:47,433",一看就是为情所床
283,"00:06:47,466","00:06:49,000",一看就是为情所困
284,"00:06:49,533","00:06:50,466",要我说啊
285,"00:06:50,500","00:06:51,333",没准是他在哪
286,"00:06:51,366","00:06:51,399",没准是也在哪
287,"00:06:51,433","00:06:51,433",没准是他在哪
288,"00:06:51,466","00:06:51,600",没准是也在哪
289,"00:06:51,633","00:06:52,800",惹的风流债呢
290,"00:06:54,566","00:06:54,899",胡说
291,"00:06:54,933","00:06:56,666",你们一个个都在胡说
292,"00:06:56,866","00:06:57,699",你们要再说
293,"00:06:57,733","00:06:59,199",我把你们都扔出去
294,"00:06:59,233","00:07:00,633",哎呦急了
295,"00:07:00,766","00:07:01,666",这里头呀
296,"00:07:01,733","00:07:04,033",肯定有事哈哈哈
297,"00:07:08,699","00:07:09,199",拿过来
298,"00:07:09,333","00:07:12,433",别急别急别急
299,"00:07:12,466","00:07:13,699",姜秘书
300,"00:07:14,233","00:07:15,133",哈哈哈
301,"00:07:16,899","00:07:17,666",拿过来
302,"00:07:18,233","00:07:19,000",哎
303,"00:07:19,633","00:07:20,500",谁家秘书
304,"00:07:20,533","00:07:22,899",大半夜的给老板发消息
305,"00:07:24,033","00:07:24,699",陆总我到家了
306,"00:07:24,733","00:07:24,733",陆总我到家了O6
307,"00:07:24,766","00:07:25,600",陆总我到家了
308,"00:07:25,633","00:07:26,800",您放心吧
309,"00:07:27,033","00:07:28,666",早点休息
310,"00:07:28,699","00:07:29,533",比心
311,"00:07:30,466","00:07:31,266",哈哈哈
312,"00:07:31,300","00:07:32,466",什么秘书
313,"00:07:32,566","00:07:34,833",回家还得跟老板报备啊
314,"00:07:35,166","00:07:36,000",哦呦
315,"00:07:36,300","00:07:36,899",比心
316,"00:07:36,933","00:07:38,600",小秘书对你
317,"00:07:38,633","00:07:39,600",挺甜呐
318,"00:07:39,633","00:07:40,600",啊哈哈
319,"00:07:40,633","00:07:42,000",别胡闹了
320,"00:07:43,133","00:07:43,899",那是因为
321,"00:07:44,500","00:07:46,500",因为她加班回家晚
322,"00:07:46,666","00:07:47,800",给我发个消息
323,"00:07:48,666","00:07:49,466",哦
324,"00:07:50,333","00:07:51,699",她回家晚了
325,"00:07:51,733","00:07:53,199",你出来喝闷酒
326,"00:07:53,300","00:07:54,933",这里边肯定有事呀
327,"00:07:55,166","00:07:56,066",给秘书打电话
328,"00:07:56,100","00:07:57,833",说顾总喝多了
329,"00:07:57,866","00:07:58,899",需要她来接一下
330,"00:07:58,933","00:08:00,033",对快打啊
331,"00:08:00,366","00:08:04,000",哎哎哎
332,"00:08:04,533","00:08:05,433",慢点慢点慢点
333,"00:08:06,500","00:08:07,266",哎哎
334,"00:08:07,333","00:08:08,399",你等等
335,"00:08:08,433","00:08:09,433",喂
336,"00:08:09,699","00:08:10,733",姜秘书是吧
337,"00:08:10,766","00:08:12,399",你们陆总喝多了
338,"00:08:12,433","00:08:13,533",我把位置给你发过去
339,"00:08:13,566","00:08:14,399",你过来接他一下
340,"00:08:14,433","00:08:15,600",好的我一会儿就到
341,"00:08:15,633","00:08:16,466",哎好
342,"00:08:21,366","00:08:22,199",哎呀不行
343,"00:08:22,233","00:08:22,233",M哎呀不行
344,"00:08:22,266","00:08:22,866",哎呀不行
345,"00:08:23,066","00:08:23,833",再来一把
346,"00:08:23,899","00:08:24,466",最后一把
347,"00:08:24,500","00:08:25,266",来来来来
348,"00:08:32,466","00:08:32,933",哎哎哎
349,"00:08:32,966","00:08:33,899",你干什么呢
350,"00:08:33,933","00:08:34,933",哎是不是玩不起
351,"00:08:34,966","00:08:35,200",拨殷子了啊
352,"00:08:35,233","00:08:35,233",拔殷子了啊
353,"00:08:35,266","00:08:35,266",拨殷子了啊
354,"00:08:35,299","00:08:35,299",拔殷子了啊
355,"00:08:35,333","00:08:35,466",拨殷子了啊
356,"00:08:35,500","00:08:35,899",拔殷子了啊
357,"00:08:35,933","00:08:35,933",拨殷子了啊
358,"00:08:38,266","00:08:38,633",拨了没
359,"00:08:48,666","00:08:51,666",陆知行现在的模样太戳我了
360,"00:08:51,700","00:08:52,666",不能多看
361,"00:08:53,100","00:08:54,066",色即是空
362,"00:08:54,299","00:08:55,266",尤其是渣男
363,"00:08:55,566","00:08:56,533",再好看
364,"00:08:56,866","00:08:57,533",也不值钱
365,"00:08:59,266","00:09:00,033",你们好
366,"00:09:00,500","00:09:02,633",我来接陆总回家
367,"00:09:04,899","00:09:06,899",你就是姜秘书
368,"00:09:07,466","00:09:09,066",是我
369,"00:09:09,100","00:09:11,533",哈哈哈
370,"00:09:11,833","00:09:12,466",陆总
371,"00:09:12,500","00:09:15,666",没想到你现在好这口
372,"00:09:16,033","00:09:17,866",哈哈哈
373,"00:09:18,700","00:09:19,466",安全
374,"00:09:20,233","00:09:21,933",安全不行啊
375,"00:09:21,966","00:09:24,000",你才安全你全家都安全
376,"00:09:24,366","00:09:26,399",姜南溪
377,"00:09:31,433","00:09:32,200",是我是我
378,"00:09:32,466","00:09:33,000",你的好朋友
379,"00:09:33,033","00:09:33,066",你的好朋发
380,"00:09:33,100","00:09:33,233",你的好朋友
381,"00:09:33,266","00:09:33,799",小哪吒
382,"00:09:34,933","00:09:35,666",陆总
383,"00:09:35,700","00:09:36,500",你看起来
384,"00:09:36,533","00:09:37,133",也不像喝多了
385,"00:09:37,166","00:09:39,133",怎么连人都不认识
386,"00:09:39,366","00:09:40,899",哈哈
387,"00:09:41,433","00:09:42,000",姜秘书
388,"00:09:42,033","00:09:43,433",你怕是不知道吧
389,"00:09:43,466","00:09:44,633",你们家陆总啊
390,"00:09:44,666","00:09:45,666",有脸盲症
391,"00:09:45,766","00:09:46,933",认不得人的
392,"00:09:47,766","00:09:48,533",啥
393,"00:09:48,700","00:09:48,700",我个豆
394,"00:09:48,733","00:09:48,833",我嘞个豆
395,"00:09:48,866","00:09:49,266",我个豆
396,"00:09:49,299","00:09:49,433",我嘞个豆
397,"00:09:49,466","00:09:50,733",他竟然有脸盲症
398,"00:09:50,833","00:09:52,333",那我上次浓妆艳抹
399,"00:09:52,766","00:09:54,299",不是做无用功了
400,"00:09:54,766","00:09:55,899",大惊小怪的
401,"00:09:56,266","00:09:57,333",把嘴巴闭上
402,"00:09:57,366","00:09:58,933",我都看到你喉咙了
403,"00:10:02,466","00:10:02,866",陆总
404,"00:10:02,899","00:10:04,066",我送你回家
405,"00:10:08,766","00:10:09,133",你不是要陪你老公吗
406,"00:10:09,166","00:10:09,200",尔不是要陪你老公吗
407,"00:10:09,233","00:10:09,233",你不是要陪你老公吗
408,"00:10:09,266","00:10:09,266",尔不是要陪你老公吗
409,"00:10:09,299","00:10:10,266",你不是要陪你老公吗
410,"00:10:10,533","00:10:11,533",这么晚出门
411,"00:10:11,766","00:10:12,733",老公不送一下
412,"00:10:14,633","00:10:15,799",您是我的老板
413,"00:10:15,933","00:10:17,433",老板的命令大过天
414,"00:10:17,899","00:10:19,500",嘿呦呦呦
415,"00:10:19,533","00:10:20,033",陆总
416,"00:10:20,066","00:10:22,299",你们家小秘书编排你呢
417,"00:10:22,333","00:10:25,100",这脾气真够大的
418,"00:10:25,933","00:10:26,899",不会说话
419,"00:10:27,166","00:10:27,866",可以不说话
420,"00:10:31,433","00:10:32,433",干得漂亮
421,"00:10:32,966","00:10:35,266",我刚才就想这么说来着
422,"00:10:44,133","00:10:45,933",哎呀回家喽
423,"00:10:54,100","00:10:55,666",慢点慢点
424,"00:10:55,866","00:10:56,399",哎等一下
425,"00:10:56,433","00:10:56,433",哎等
426,"00:10:56,466","00:10:57,033",哎等一下
427,"00:10:57,633","00:10:58,666",你觉得我
428,"00:10:59,066","00:11:00,100",长得怎么样
429,"00:11:01,066","00:11:02,433",是我帅
430,"00:11:02,866","00:11:03,533",还是你老公师
431,"00:11:03,566","00:11:03,733",还是你老公帅
432,"00:11:03,766","00:11:03,833",还是你老公师
433,"00:11:03,866","00:11:04,466",还是你老公帅
434,"00:11:04,500","00:11:04,533",还是你老公师
435,"00:11:04,566","00:11:04,700",还是你老公帅
436,"00:11:04,733","00:11:04,799",还是你老公师
437,"00:11:04,833","00:11:04,933",还是你老公帅
438,"00:11:04,966","00:11:05,266",还是你老公师
439,"00:11:05,333","00:11:05,333",C
440,"00:11:06,833","00:11:06,833",你帅你帅
441,"00:11:06,866","00:11:06,866",你帅你师
442,"00:11:06,899","00:11:06,899",你帅你帅
443,"00:11:06,933","00:11:06,933",你帅你师帅
444,"00:11:06,966","00:11:08,600",你帅你帅
445,"00:11:09,066","00:11:09,066",我们陆总最帅了
446,"00:11:09,100","00:11:09,600",我们陆总最师了
447,"00:11:09,633","00:11:09,633",我们陆总最帅了
448,"00:11:09,666","00:11:09,666",我们陆总最师了
449,"00:11:09,700","00:11:09,733",我们陆总最帅了
450,"00:11:09,766","00:11:09,799",我们陆总最师了
451,"00:11:09,833","00:11:09,833",我们陆总最帅了
452,"00:11:09,866","00:11:10,133",我们陆总最师了
453,"00:11:10,166","00:11:10,166",我们陆总最帅了
454,"00:11:10,200","00:11:11,066",我们陆总最师了
455,"00:11:11,100","00:11:11,100",我们陆总最帅了
456,"00:11:11,133","00:11:11,233",我们陆总最师了
457,"00:11:11,333","00:11:14,033",走回别墅
458,"00:11:14,166","00:11:15,633",去酒店
459,"00:11:15,666","00:11:16,200",啊
460,"00:11:16,533","00:11:18,133",去酒店走
461,"00:11:24,966","00:11:25,733",慢点
462,"00:11:26,899","00:11:27,666",啊
463,"00:11:27,700","00:11:28,833",陆总你没事
464,"00:11:31,299","00:11:32,233",你啊什么啊
465,"00:11:32,433","00:11:33,100",眼镜掉了
466,"00:11:33,133","00:11:33,433",你脸干嘛
467,"00:11:33,466","00:11:33,466",你捂脸干嘛
468,"00:11:33,500","00:11:33,500",你脸干嘛
469,"00:11:33,533","00:11:33,600",你捂脸干嘛
470,"00:11:33,633","00:11:33,633",你脸干嘛
471,"00:11:33,666","00:11:33,700",你捂脸干嘛
472,"00:11:33,733","00:11:33,933",你脸干嘛
473,"00:11:33,966","00:11:34,266",你捂脸干嘛
474,"00:11:37,766","00:11:41,533",搞得好像撞你头一样
475,"00:11:42,866","00:11:43,633",对啊
476,"00:11:44,100","00:11:44,733",我捂什么
477,"00:11:45,566","00:11:47,066",陆知行有脸盲症啊
478,"00:11:47,566","00:11:49,266",那个我长得丑
479,"00:11:49,700","00:11:51,000",用眼镜遮一下
480,"00:11:51,133","00:11:52,033",一时紧张
481,"00:11:53,133","00:11:54,299",你紧张什么
482,"00:11:54,433","00:11:55,933",你在我眼里就是一张脸
483,"00:11:58,766","00:11:59,500",这张脸
484,"00:12:00,100","00:12:02,399",为什么看看和其他人不太一样
485,"00:12:02,433","00:12:03,033",嗯不紧张
486,"00:12:03,066","00:12:04,600",不紧张
487,"00:12:05,566","00:12:06,333",出息
488,"00:12:14,566","00:12:15,399",帮我接电话
489,"00:12:15,433","00:12:16,233",说在加班
490,"00:12:17,133","00:12:17,899",哦
491,"00:12:19,133","00:12:19,133",提
492,"00:12:19,233","00:12:19,233",推听
493,"00:12:19,333","00:12:19,333",招量我
494,"00:12:19,433","00:12:19,433",提炮
495,"00:12:19,500","00:12:19,500",拒聘
496,"00:12:19,533","00:12:19,533",捷量我
497,"00:12:21,700","00:12:22,899",喂陆总他
498,"00:12:24,866","00:12:25,633",喂
499,"00:12:27,299","00:12:28,066",陆总
500,"00:12:28,566","00:12:29,333",挂了
501,"00:12:29,700","00:12:30,500",手机放那
502,"00:12:31,533","00:12:32,733",把眼镜给我摘下来
503,"00:12:36,700","00:12:38,033",手机放那不用管了
504,"00:12:38,466","00:12:39,866",你把眼镜给我摘了
505,"00:12:41,433","00:12:42,100",陆总
506,"00:12:42,500","00:12:43,466",我摘了眼镜
507,"00:12:43,500","00:12:45,333",什么都看不清了
508,"00:12:46,833","00:12:47,399",怎么
509,"00:12:47,766","00:12:48,899",不敢摘眼镜
510,"00:12:49,100","00:12:49,700",是你脸上有什么
511,"00:12:49,733","00:12:50,633",见不得人的东西吗
512,"00:12:51,833","00:12:53,399",没有没有
513,"00:12:56,833","00:12:56,833",2
514,"00:13:00,566","00:13:02,133",接个电话
515,"00:13:05,233","00:13:05,266",1
516,"00:13:07,366","00:13:08,133",喂
517,"00:13:08,366","00:13:09,133",你哪去了
518,"00:13:09,833","00:13:10,600",一通电话就跑了
519,"00:13:11,299","00:13:12,200",是不是你的狗老板
520,"00:13:12,233","00:13:13,166",又不做人折腾你了
